date,open,high,low,close,adj_close,volume,garman_klass_volatility,dollar_volume,obv,macd,ma_3_days,ma_5_days,ma_10_days,ma_12_days,ma_20_days
2004-08-23,0.5510709881782532,0.5583930015563965,0.5464289784431458,0.5550000071525574,0.4686835706233978,254660000,-0.009895324541188638,119.3549580949545,0,0.0,,,,,
2004-08-24,0.558214008808136,0.5705360174179077,0.5569639801979065,0.5705360174179077,0.48180368542671204,374136000,-0.008080989735075782,180.26010365080833,374136000,0.0012393398502273945,,,,,
2004-08-25,0.5691069960594177,0.5919640064239502,0.5666069984436035,0.5901790261268616,0.49839159846305847,505618400,-0.005842220301837938,251.9959625883341,879754400,0.003763172737014764,0.4829596181710561,,,,
2004-08-26,0.5899999737739563,0.6282140016555786,0.5846430063247681,0.6189290285110474,0.5226702690124512,955858400,-0.003088468689258696,499.59876706581116,1835612800,0.007991097009594883,0.5009551843007406,,,,
2004-08-27,0.6192860007286072,0.620714008808136,0.607142984867096,0.6133930087089539,0.5179954171180725,388813600,-0.012077773279479955,201.4036629131794,1446799200,0.010770886845670513,0.5130190948645273,0.4979089081287384,,,
2004-08-30,0.607142984867096,0.6200000047683716,0.6064289808273315,0.6092860102653503,0.5145268440246582,218142400,-0.010337911406509158,112.2401206199646,1228656800,0.012498415908682503,0.5183975100517273,0.5070775628089905,,,
2004-08-31,0.6083930134773254,0.6241070032119751,0.607142984867096,0.6158930063247681,0.5201063752174377,376560800,-0.009116329950228893,195.85167273697854,1605217600,0.014236514821381219,0.5175428787867228,0.5147381007671357,,,
2004-09-01,0.612500011920929,0.64267897605896,0.6105359792709351,0.6403570175170898,0.5407657027244568,515726400,-0.004677445621881856,278.8871491095543,2120944000,0.01738757879600128,0.525132973988851,0.5232129216194152,,,
2004-09-02,0.6339290142059326,0.6394640207290649,0.6219639778137207,0.6367859840393066,0.5377498865127563,406324800,-0.010073761017300247,218.50111508731842,1714619200,0.019373343298732304,0.5328739881515503,0.5262288451194763,,,
2004-09-03,0.6251789927482605,0.6414290070533752,0.6251789927482605,0.6291069984436035,0.5312652587890625,293468000,-0.009906104303472925,155.9093529663086,1421151200,0.020095794205787665,0.5365936160087585,0.5288828134536743,0.5133958607912064,,
2004-09-07,0.6321430206298828,0.6462500095367432,0.6291069984436035,0.63857102394104,0.5392573475837708,301957600,-0.009395017285172221,162.8328544587612,1723108800,0.02118777009338113,0.5360908309618632,0.5338289141654968,0.5204532384872437,,
2004-09-08,0.637499988079071,0.6530359983444214,0.6371430158615112,0.6491069793701172,0.5481548309326172,343526400,-0.008503968040493455,188.30565571289063,2066635200,0.02264232576497316,0.5395591457684835,0.5394386053085327,0.5270883530378342,0.5184475655357043,
2004-09-09,0.6446430087089539,0.6482139825820923,0.6299999952316284,0.637499988079071,0.5383528470993042,461339200,-0.012135173927873862,248.3632717985153,1605296000,0.022597988871749908,0.5419216752052307,0.5389560341835022,0.5310844779014587,0.5242533385753632,
2004-09-10,0.6367859840393066,0.6469640135765076,0.633213996887207,0.6405360102653503,0.540916919708252,328014400,-0.010053869617786862,177.42853886795044,1933310400,0.022547914854919138,0.5424748659133911,0.5395894408226013,0.5329091429710389,0.5291794414321581,
2004-09-13,0.6407139897346497,0.6441069841384888,0.6307139992713928,0.6355360150337219,0.5366942882537842,281976800,-0.011902597571458038,151.33533798007966,1651333600,0.021852866762230527,0.5386546850204468,0.5406752467155457,0.53477903008461,0.532371332248052,
2004-09-14,0.629285991191864,0.6348209977149963,0.6210709810256958,0.6337500214576721,0.5351860523223877,254822400,-0.009894573266502085,136.3773942993164,1396511200,0.020916805472579014,0.5375990867614746,0.5398609876632691,0.5368449509143829,0.5334143141905466,
2004-09-15,0.6314290165901184,0.6335710287094116,0.6214290261268616,0.6285709738731384,0.5308125615119934,232668800,-0.01145137545690911,123.50352171192169,1163842400,0.01953191256969744,0.5342309673627218,0.5363925337791443,0.5379155695438385,0.5344824095567068,
2004-09-16,0.6285709738731384,0.6564289927482605,0.62642902135849,0.6491069793701172,0.5481548309326172,501916800,-0.006144703616650443,275.12811864624024,1665759200,0.019862496488056935,0.5380511482556661,0.5383529305458069,0.5386544823646545,0.5372847417990366,
2004-09-17,0.6526790261268616,0.6675000190734863,0.6499999761581421,0.6632140278816223,0.5600678324699402,502308800,-0.008693118173626026,281.3270008465767,2168068000,0.021020496345375395,0.546345074971517,0.5421831130981445,0.540886276960373,0.5406148632367452,
2004-09-20,0.6585710048675537,0.6782140135765076,0.6583930253982544,0.6733930110931396,0.5686637163162231,245000000,-0.007882936103095713,139.32261049747467,2413068000,0.02250021003569891,0.5589621265729269,0.5485769987106324,0.544626122713089,0.5429396977027258,0.5290109917521477
2004-09-21,0.674107015132904,0.6941069960594177,0.6689289808273315,0.6787499785423279,0.5731873512268066,386652000,-0.009477394373723476,221.62403572654725,2799720000,0.023830453663258533,0.5673063000043234,0.5561772584915161,0.5480191230773925,0.5458928197622299,0.5342361807823182
